dbid,title,age,text,lemmatized
6820, complicat,12,difícil,difícil .
6821, estimar,12,sentir afecte cap a algú,sentir afecte cap_a algú .
6822, microscopi,12,invent per veure coses molt petites,invent per veure cosa molt petit .
3421, familiar,15,"Que t'és coneguda, propera, de tota la vida.","que tu ser conèixer , proper , de_tota_la_vida ."
3422, illa,15,"Part de terra solitària i separat d'altres punts de terra, envoltat d'aigua del mar.","part de terra solitari i separat de altre punt de terra , envoltar de aigua del mar ."
3423, transformar,15,A trabés d'alguna cosa tornar-la d'una altra manera diferent a la primitiva.,a_través_de algun cosa tornar ell de un altre manera diferent a el primitiu .
3708, complicat,15,difícil de realitzar o de comprendre.,difícil de realitzar o de comprendre .
3709, espia,15,persona que es dedica a vigilar el comportament i els actes d'un o diversos individus,persona que ell dedicar a vigilar el comportament i el acte de un o divers individu .
3710, estudiar,15,memoritzar i aprendre conceptes de diferents matèries per després poder-los aplicar a situacions reals.,memoritzar i aprendre concepte de diferent matèria per després poder ell aplicar a situació real .
10082, complicat,15,"una cosa complicada és una cosa difícil, poc entenedora.","un cosa complicat ser un cosa difícil , poc entenedor ."
10083, estimar,15,és un sentiment que es té quan et sents atret per una persona.,ser un sentiment que es tenir quan tu sentir atreure per un persona .
10084, microscopi,15,"és un instrument que té unes lents que augmenten la mostra
que udem observar.",ser un instrument que tenir un lent que augmentar el mostra que poder observar .
6485, amagar,16,verb. -&gt; acció de guardar alguna cosa amb la intenció de que ningú la trobi,verb . - > acció de guardar algun cosa amb el intenció de que ningú ell trobar .
6486, indígena,16,"adj. o nom. -&gt; persona que viu com els prehistòrics, sense noves tecnologies","adjectiu o nom . - > persona que veure com el prehistòric , sense nou tecnologia ."
6487, lleig,16,adj. -&gt; qualitat d'una persona o objecte de no ser agradable a la vista,adjectiu - > qualitat de un persona o objecte de no ser agradable a el vista .
6556, divertit,16,"Persona, animal... que fa riure a la gent.","persona , animal ... que fer riure a el gent ."
6557, helicòpter,16,objecte volador,objecte volador .
6570, consultar,16,Acció de demanar opinió a altre persona.,acció de demanar opinió a altre persona .
6571, metàl·lic,16,Propietat que s'utilitza per anomenar a altres objectes o coses.,propietat que es utilitzar per anomenar a altre objecte o cosa .
6572, vacuna,16,element que s'injecta o es pren per prevenir altres malalties o enfermetats.,element que es injectar o es prendre per prevenir altre malaltia o enfermetat .
5891, arribar,13,verb. Quan acabas d'anar a un lloc,verb . quan acabar de anar a un lloc .
5892, avorrit,13,mas. Adj. Persona que no es gens divertida i no fa coses divertides,masculí . adjectiu persona que no ser gens divertit i no fer cosa divertit .
5893, polític,13,mas. Nom persona que treballa pel poble i pot estar al govern,masculí . nom persona que treballar pel poble i poder estar al govern .
5806, intel·ligent,13,"una persona és intel·ligent quan sap redectar molt bé una cosa, que s'ho sap de memòria...","un persona ser intel·ligent quan saber redactar molt bé un cosa , que ell ho saber de memòria ..."
5395, enyorar,14,Trobar a faltar a algú,trobar a faltar a algú .
5396, il·legal,14,"Que no és legal, que no està permès","que no ser legal , que no estar permetre ."
5397, península,14,"Extensió de terra envoltada per aigua, però junta al continent.","extensió de terra envoltat per aigua , però ajuntar al continent ."
1798, construir,9,vol dir fer una casa o una torra i es fa amv maqines.,voler dir fer un casa o un torre i es fer amb màquina .
1799, fastigós,9,vol dir algu que es mol mal educat i vrut i ascaros.,voler dir algú que ser molt mal educar i brut i fastigós .
1800, telescopi,9,es una cosa que si fiques el ull veuras els planetes i es tieu qet la nit.,ser un cosa que si ficar el ull veure el planeta i ell el nit .
973, intel·ligent,10,Que saca molt vones notes.,que sacar molt bo nota .
974, pensar,10,Pansa voldir que per exsempla hi ha un exsamen,pensar voler dir que per exemple hi haver un examen .
4295, espia,8,es un uma que xafadeix las persones,ser un humà que xafardeig el persona .
4296, estudiar,8,es un uma que li ensenyan a escriure,ser un humà que ell ensenyar a escriure .
6830, complicat,,cosa que costa fer,cosa que costar fer .
6831, estimar,,emosia interes per la persona,emoció interès per el persona .
6832, microscopi,,un parell que serbeix per beura las coses patites.,un aparell que servir per veure el cosa petit .
6850, complicat,,una cosa molt dificil,un cosa molt difícil .
6851, estimar,,Es una sentiment de dintre,ser un sentiment de dintre .
6852, microscopi,,una cosa muy pequenya que de lo pequenya que es no se bé,un cosa muy pequeño que de el pequeño que ser no él ver .
649, enganyar,6,ce una persona ce diu les per lErcupar,que un persona que dir el per .
650, espatllat,6,culga,.
651, microscopi,6,una cosa ce es per mirar les planetas,un cosa que ser per mirar el ncmp000 .
1503, imaginar,7,cosas dbrtidas,cosa divertit .
1504, innocent,7,?,
1505, turó,7,es una muntania,ser un muntanya .
10845, enyorar,0,no veure una persona mai mes,no veure un persona mai més .
4384, atrevir-se,8,es quan sempre dius uan cosa sens vergonya,ser quan sempre dir un cosa sens vergonya .
4385, cervell,8,es quan algu atserveis de ajuga,ser quan algo tu servir de ajut .
1588, consultar,6,es al gu ce onseta algu,ser algú que onseta algú .
1589, metàl·lic,6,es algu cefa matai,ser algú que fer metall .
1590, vacuna,6,es upavulla,ser .
594, intel·ligent,6,"un nen o nena mol cinpatic mol imaginari
un nen o una nena que pensa mol",un nen o nena molt simpàtic molt imaginari un nen o un nena que pensar molt .
595, pensar,6,quan pansem las qosas,quan pensar el cosa .
596, univers,6,on ian als planetas,on hi haver el planeta .
3464, continent,14,espai determinat de terra on poden viure plantes o animals. Exemple continent d'America,espai determinat de terra on poder viure planta o animal . exemple continent de amèrica .
3465, culpable,14,persona que ha fet un acte dolent i el jutgen. Exemple: El jutge va declarar que era culpable.,persona que haver fer un acte dolent i ell jutjar . exemple : el jutge anar declarar que ser culpable .
3466, inventar,14,Crear algun objecte o estrategies etc.,crear algun objecte o estratègia etcètera
2293, àrab,10,Idioma que parlen les persones del Marroc,idioma que parlar el persona del marroc .
2294, badar,10,no  bolguer fer una feina que as de fer.,no voler fer un feina que haver de fer .
2295, llunyà,10,cosa que esta molt lluny.,cosa que estar molt lluny .
6515, cor,16,"organ del cos humá encarregat de distribuir la sang per tot el cos, esta dividit en 2 ventricles 2 auricles.","òrgan del cos humà encarregat de distribuir el sang per tot el cos , estar dividit en 2 ventricle 2 aurícula ."
6516, espantar-se,16,Acció de sentir por d'una situació o d'alguna cosa.,acció de sentir por de un situació o de algun cosa .
6517, infantil,16,Persona que la seva personalitat es com la se un nen de menys edat a la seva.,persona que el seu personalitat ser com el de un nen de menys edat a el_seu .
1513, continent,7,es puestus ce bius,ser lloc que viure .
1514, culpable,7,es cuan un nen espor rta malamen,ser quan un nen ell portar malament .
1515, inventar,7,es una cosa inbentada,ser un cosa inventat .
10890, bo,0,es porta be,ell portar bé .
10892, mestre,0,ensenyar,ensenyar .
1533, llegir,7,llagir es pa a prendra,llegir ser per aprendre .
1534, mapa,7,almapa es una cosa ce indica alas pars anas,al mapa ser un cosa que indicar a el part .
1535, minúscul,7,esunacosa ce es molpatita,ser un cosa que ser molt petita .
1643, atrevir-se,7,qom ce tu tens po i bas i ufas,com que tu tenir por i anar i ho fer
1644, cervell,7,es pas pansa,ser per pensar .
1645, impressionant,7,qom ce es al teu a nibarari i no tan racordas i cuan a ribas i at diguean surpesa,com que ser el teu aniversari i no tu en recordar i quan arribar i tu dir sorpresa .
11328, enganyar,10,dir mentires,dir mentida .
11329, espatllat,10,trencat,trencat .
11330, microscopi,10,una cosa permirar les estrelles,un cosa per mirar el estrella .
6040, comptar,13,"comptar: 1, 2, 3…","comptar : 1 , 2 , 3 …"
6041, estrany,13,Misterios que no saps que es i et sorpren,misteriós que no saber què ser i tu sorprendre .
6042, pau,13,Quan en un lloc ningú es baralla,quan en un lloc ningú ell barallar .
11538, enganyar,10,li diu alguna cosa i no es,ell dir algun cosa i no ser .
11539, espatllat,10,que no funciona,que no funcionar .
11540, microscopi,10,"una cosa que es fa per veure 
las estrellas",un cosa que es fer per veure el estrella .
6913, bo,7,"si portes galetes compartiles, una persona o un nen bo","si portar galeta compartir ell , un persona o un nen bo ."
6914, convèncer,7,bol di paregemple sidos No bolen jugar dili moltes coses asta conbensel.,voler dir per_exemple si dos no voler jugar dir ell molt cosa hasta convèncer ell .
6915, mestre,7,bol dir cansenye coses als nens parejemple catala nomengatans dolsos.,voler dir que ensenyar cosa al nen per_exemple català no menjar tant dolç .
2208, llegir,11,La vista segueix una serie de lletres que retumben al teu cap.,el vista seguir un sèrie de lletra que retumbar al teu cap .
2209, mapa,11,És un objecta que ens indica on estem i cap a on enem,ser un objecte que jo indicar on estar i cap a on anar .
2210, minúscul,11,"És una cosa petita, molt petita.","ser un cosa petit , molt petit ."
4885, continent,10,es un país on i vuen persones,ser un país on hi viure persona .
4886, culpable,10,per ex. quan uan persona pega a un altre el altre li diu que li a pegat i el que li a pegat li diu que no pero igual ment la pegat. El culpable es uan persona que fa mal a una gent,per_exemple quan un persona pegar a un altre el altre ell dir que ell haver pegar i el que ell haver pegar ell dir que no però igualment el haver pegar . el culpable ser un persona que fer mal a un gent .
4887, inventar,10,quan una persona s'inventa coses a fer alguna cosa o objecte que mai s'ha fet i es pera perque ja esta fet,quan un persona es inventar cosa a fer algun cosa o objecte que mai ell haver fer i ser per a perquè ja estar fer .
4835, àrab,10,persona d'un altre pais,persona de un altre país .
4836, badar,10,Quan estas molt cansat,quan estar molt cansat .
4837, llunyà,10,"persona que va molt despres des avis. Per exemple els avis dels vasavis, son molt llunyans","persona que anar molt després dels avi . per_exemple el avi del besavi , ser molt llunyà ."
5275, llegir,12,"és una acció que fan algunes persones. Llegeixen un llibre, còmic, diari, llibreta.","ser un acció que fer algun persona . llegir un llibre , còmic , diari , llibreta ."
5276, mapa,12,"Serveix per orinetar-te, per saber a on estàs i on has d'anar, perquè no et perdis","servir per orientar tu , per saber a on estar i on haver de anar , perquè no tu perdre ."
5277, minúscul,12,vol dir una cosa molt i molt petita comperat amb més o menys petit per a nosaltres.,voler dir un cosa molt i molt petit comparat amb més_o_menys petit per a jo .
1008, arribar,10,Si una amic et diu que has de arribar a l'abre aquell quan toques l'objactiu que tan dit ja as arribat,si un amic tu dir que haver de arribar a el arbre aquell quan tocar el objectiu que tu haver dir ja haver arribar .
1009, avorrit,10,"És que no pots fer res ni jugar, ni corre bueno no saps que fer.","ser que no poder fer res ni jugar , ni córrer bueno no saber què fer ."
893, estimar,8,astimar és que tu estimas a una persona,estimar ser que tu estimar a un persona .
894, gent gran,8,la gent gran són al avias / is,el gent gran ser al avi .
895, ximple,8,Sinple és una persona que no pensa,ximple ser un persona que no pensar .
1773, cor,8,Part del cos protegida per un os enomenat costelles. Les costelles no nome proteixex el cor sino que tambe protexeix els pulmons. El cor es la part del cos que ens fa poder viure. Sense el cor no seriem res.,part del cos protegir per un os anomenat costella . el costella no només protegir el cor sinó que també protegir el pulmó . el cor ser el part del cos que jo fer poder viure . sense el cor no seriar res .
